時間戳記,分析對象,您/對方的星座,耐性,脾氣暴躁,幼稚,頑固,心思細膩,保守,冷靜,樂觀,活潑,公正,優柔寡斷,強勢,浪漫,過度理想化,斤斤計較,心機重,完美主義,愛計仇,與眾不同,愛面子,有魅力,正義感,重視友情,專情,愛哭,顧家,體貼,情緒化,口才,創意,對表單有什麼建議或想法嗎？,潔癖
2017/12/30 下午 12:51:23,他人,天蠍座,5,1,2,3,2,2,4,2,3,3,3,4,3,2,3,4,4,5,4,3,5,3,4,3,2,2,3,2,3,3,,4
2017/12/30 下午 12:51:27,我本人,巨蟹座,2,4,3,3,5,3,4,2,2,3,3,4,3,2,4,4,3,4,5,3,2,5,3,5,5,4,4,5,1,4,,3
2017/12/30 下午 12:51:36,我本人,巨蟹座,4,3,4,4,5,5,3,4,4,4,5,1,3,3,2,1,4,1,4,3,3,4,5,5,4,5,5,4,3,4,,2
2017/12/30 下午 12:51:37,我本人,摩羯座,3,4,2,2,3,2,5,1,2,5,5,4,3,2,3,3,4,4,4,3,4,4,4,5,4,2,4,3,4,3,,2
2017/12/30 下午 12:51:38,他人,巨蟹座,4,3,5,4,5,4,3,3,4,5,5,1,3,2,2,1,5,5,4,4,4,5,5,3,3,4,4,3,1,3,,5
2017/12/30 下午 12:51:40,我本人,天蠍座,4,3,3,4,4,2,3,2,3,3,3,4,4,2,4,4,3,5,2,4,3,4,4,5,5,4,3,5,3,3,,3
2017/12/30 下午 12:51:41,我本人,處女座,2,3,3,4,5,3,3,3,3,4,5,1,3,2,3,3,4,4,3,4,3,5,5,5,5,2,5,3,5,4,,4
2017/12/30 下午 12:51:42,我本人,巨蟹座,3,3,3,4,4,3,4,3,4,3,3,4,4,2,2,1,2,3,3,3,4,4,4,4,5,4,4,4,3,3,,3
2017/12/30 下午 12:51:47,我本人,牡羊座,4,3,3,4,2,2,3,3,4,4,2,4,3,3,1,2,3,2,3,4,4,5,4,4,5,4,4,4,4,2,,3
2017/12/30 下午 12:51:48,我本人,水瓶座,3,4,5,3,2,1,2,4,5,4,4,3,4,5,2,3,3,4,5,4,3,5,5,4,2,3,3,4,4,5,可以問問上昇星座,3
2017/12/30 下午 12:51:49,我本人,摩羯座,3,4,4,4,4,4,3,2,4,3,3,3,3,2,2,2,3,2,3,4,3,4,4,5,2,4,4,4,3,4,無,2
2017/12/30 下午 12:51:51,我本人,雙魚座,3,3,3,3,4,4,3,3,2,3,4,3,2,2,3,3,3,4,3,5,4,4,5,5,1,3,3,3,4,4,,3
2017/12/30 下午 12:51:52,他人,水瓶座,3,2,1,4,1,2,5,4,2,3,2,4,1,5,2,2,5,1,5,5,5,4,4,5,3,4,3,3,5,5,無～,2
2017/12/30 下午 12:51:56,我本人,金牛座,2,4,3,4,3,3,2,2,4,3,5,5,2,3,2,3,4,3,4,4,3,4,5,3,4,3,4,5,4,3,,3
2017/12/30 下午 12:51:57,他人,摩羯座,1,3,2,5,4,4,4,4,3,5,1,5,2,1,4,2,5,1,5,4,5,5,4,5,1,5,4,2,5,4,,4
2017/12/30 下午 12:51:57,我本人,摩羯座,3,2,4,3,4,4,5,5,4,4,5,3,4,1,4,2,4,1,5,5,5,5,5,5,5,4,3,3,4,5,,3
2017/12/30 下午 12:51:58,我本人,射手座,2,4,4,3,3,2,3,3,3,2,3,4,2,3,3,3,4,3,3,5,3,3,3,4,4,3,2,4,4,4,,3
2017/12/30 下午 12:52:03,我本人,天蠍座,3,3,3,3,3,4,4,4,5,3,3,3,3,2,3,2,4,3,3,4,4,3,4,4,2,3,3,4,3,2,,3
2017/12/30 下午 12:52:04,我本人,牡羊座,2,3,5,3,2,2,2,3,5,4,4,2,4,5,4,2,2,2,2,3,4,4,5,4,4,4,5,5,4,1,加油 你們辛苦ㄌ,4
2017/12/30 下午 12:52:04,我本人,牡羊座,2,3,5,3,2,2,2,3,5,4,4,2,4,5,4,2,2,2,2,3,4,4,5,4,4,4,5,5,4,1,加油 你們辛苦ㄌ,4
2017/12/30 下午 12:52:07,我本人,射手座,2,3,3,3,2,3,2,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,,4
2017/12/30 下午 12:52:11,我本人,巨蟹座,4,3,3,4,4,4,4,2,3,4,2,4,3,3,4,2,3,5,4,3,3,3,3,5,4,4,5,4,4,4,,3
2017/12/30 下午 12:52:13,我本人,金牛座,5,2,3,3,3,3,4,3,3,4,4,2,2,3,2,4,3,2,3,2,3,3,3,4,1,5,4,2,3,3,,4
2017/12/30 下午 12:52:13,我本人,天蠍座,2,3,4,1,4,2,5,4,3,4,4,5,4,2,3,2,4,3,3,4,4,5,4,5,5,4,5,3,2,3,,4
2017/12/30 下午 12:52:16,我本人,金牛座,2,5,3,5,5,3,3,2,3,2,5,2,4,5,5,3,4,3,1,5,3,4,4,5,5,1,4,5,4,1,,3
2017/12/30 下午 12:52:16,我本人,金牛座,3,4,2,5,4,4,3,2,2,4,4,4,1,2,4,2,4,5,3,4,2,4,4,4,3,4,3,3,3,1,,4
2017/12/30 下午 12:52:22,我本人,巨蟹座,5,2,3,1,4,3,3,3,4,4,5,3,3,3,3,2,1,2,3,3,3,3,4,5,3,4,5,4,3,3,,4
2017/12/30 下午 12:52:24,我本人,水瓶座,2,4,5,3,2,2,1,5,4,2,5,4,4,5,2,4,3,4,2,3,4,4,5,4,5,4,4,5,4,5,,4
2017/12/30 下午 12:52:28,我本人,處女座,2,3,3,4,3,4,5,2,1,4,5,4,1,1,4,2,4,5,2,5,1,5,5,5,2,4,5,1,1,1,"可以增加""精神潔癖""這一項，很多人都以為處女座的潔癖是愛乾淨的那一種，但其實是精神、人際關係或其他方面有""潔癖""",2
2017/12/30 下午 12:52:28,我本人,天蠍座,2,3,5,3,3,1,5,1,3,3,2,4,1,1,1,3,1,3,5,3,3,3,5,5,4,3,3,5,3,2,,2
2017/12/30 下午 12:52:29,我本人,摩羯座,2,4,3,3,3,5,3,2,5,3,4,3,2,1,1,2,2,2,1,4,3,5,5,5,4,5,5,5,2,2,沒有,3
2017/12/30 下午 12:52:31,他人,雙子座,2,2,2,1,4,3,4,3,5,2,1,5,4,1,2,3,2,3,2,4,4,2,5,2,1,1,3,5,5,5,,2
2017/12/30 下午 12:52:33,我本人,天秤座,2,4,3,4,4,3,2,1,4,4,5,4,5,3,3,2,4,4,4,4,4,4,3,4,5,3,4,5,4,3,,4
2017/12/30 下午 12:52:33,我本人,射手座,3,1,3,4,2,3,3,1,5,3,3,3,3,3,1,3,3,1,3,3,3,4,5,5,2,2,4,3,3,3,,3
2017/12/30 下午 12:52:35,我本人,雙子座,2,1,4,4,4,3,4,4,2,4,4,2,4,2,2,2,2,2,4,4,2,2,4,4,2,4,4,2,2,4,,4
2017/12/30 下午 12:52:37,我本人,雙魚座,4,2,4,2,3,3,3,3,2,2,4,2,3,4,3,2,2,2,3,3,2,3,4,4,4,4,4,3,3,2,,2
2017/12/30 下午 12:52:40,我本人,天秤座,4,3,4,4,3,3,4,4,2,3,5,3,3,4,3,1,3,4,3,2,2,2,4,5,4,4,3,5,2,2,,2
2017/12/30 下午 12:52:44,我本人,射手座,4,3,3,3,1,2,4,4,5,4,2,4,4,4,1,2,1,2,5,2,4,5,4,4,3,2,4,4,5,4,想看結果❤(ӦｖӦ｡),2
2017/12/30 下午 12:52:45,我本人,摩羯座,4,2,3,2,4,3,5,2,1,3,4,4,1,2,3,4,2,4,4,2,4,3,1,4,4,3,3,1,3,1,,4
2017/12/30 下午 12:52:53,我本人,牡羊座,1,3,3,4,2,3,2,4,4,5,4,4,2,2,3,2,3,1,2,4,3,4,5,4,5,2,3,5,4,2,,2
2017/12/30 下午 12:52:55,我本人,巨蟹座,4,2,4,5,4,2,2,2,3,4,5,4,5,2,2,2,5,1,4,4,3,4,5,3,4,5,4,3,2,3,很好,5
2017/12/30 下午 12:52:56,我本人,天秤座,3,4,3,2,3,2,3,4,3,4,4,2,3,3,2,4,3,2,3,3,3,4,4,4,4,4,4,3,2,3,,4
2017/12/30 下午 12:52:58,我本人,金牛座,3,2,3,3,4,4,4,2,4,4,2,4,2,2,3,3,3,3,4,2,4,3,4,4,2,4,5,3,4,4,,2
2017/12/30 下午 12:53:02,他人,射手座,4,1,4,3,4,3,3,4,4,3,3,3,4,3,3,2,3,3,5,3,5,4,4,3,1,3,3,3,3,5,,3
2017/12/30 下午 12:53:02,我本人,射手座,4,3,3,3,3,2,4,4,3,3,4,3,3,3,2,2,2,2,3,3,2,3,4,4,2,3,2,3,3,3,,3
2017/12/30 下午 12:53:13,我本人,金牛座,4,3,3,4,2,4,3,4,4,3,4,2,3,2,3,2,3,2,4,3,4,4,4,4,2,3,4,2,4,3,,3
2017/12/30 下午 12:53:14,我本人,天蠍座,4,4,2,2,4,2,4,2,2,1,5,3,4,4,4,5,4,5,3,4,3,3,5,2,5,5,4,5,4,3,,3
2017/12/30 下午 12:53:17,我本人,雙魚座,2,3,3,2,1,1,4,3,3,5,3,4,5,3,1,2,1,1,4,3,4,4,3,5,4,3,4,4,2,4,,2
2017/12/30 下午 12:53:21,我本人,處女座,2,4,3,4,5,3,4,3,3,3,5,4,3,3,3,3,5,4,3,3,3,3,5,5,5,5,4,5,3,3,很好,4
2017/12/30 下午 12:53:22,我本人,巨蟹座,4,3,4,3,4,3,3,3,4,3,4,3,4,3,3,2,4,3,3,3,3,3,4,4,4,4,3,4,4,4,,3
2017/12/30 下午 12:53:24,我本人,處女座,4,1,2,1,4,3,3,3,3,4,5,1,4,2,2,4,4,1,3,5,1,5,5,5,1,5,5,2,4,3,,4
2017/12/30 下午 12:53:24,我本人,水瓶座,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,4,3,5,4,4,4,3,3,,3
2017/12/30 下午 12:53:26,我本人,獅子座,2,2,2,2,3,2,4,1,2,4,5,5,1,2,2,2,5,4,2,5,5,4,4,3,4,2,4,4,4,1,,3
2017/12/30 下午 12:53:27,我本人,獅子座,2,3,3,3,2,4,3,1,3,3,4,3,3,3,3,3,2,3,3,5,3,3,4,3,4,3,3,4,3,3,,1
2017/12/30 下午 12:53:33,我本人,牡羊座,2,3,4,3,2,3,2,4,4,2,1,3,4,1,4,1,1,2,5,4,2,3,3,5,4,2,2,3,3,4,,4
2017/12/30 下午 12:53:35,我本人,水瓶座,3,3,3,4,4,4,3,2,3,3,4,3,3,3,3,3,4,3,4,3,3,3,4,5,5,4,4,4,4,4,,4
2017/12/30 下午 12:53:35,我本人,巨蟹座,3,3,3,2,3,4,3,3,4,3,4,4,4,4,2,2,3,3,3,4,4,4,5,4,5,5,5,5,3,3,,3
2017/12/30 下午 12:53:36,我本人,射手座,2,4,3,4,3,2,2,3,3,4,4,4,4,4,3,2,3,3,3,4,3,5,4,5,5,4,4,4,4,4,無,2
2017/12/30 下午 12:53:41,我本人,雙魚座,3,4,4,5,3,4,3,3,3,4,4,4,5,5,5,3,4,5,3,5,2,5,4,3,2,4,3,4,3,4,,3
2017/12/30 下午 12:53:44,我本人,獅子座,2,4,3,3,1,2,2,5,5,3,1,5,2,1,1,2,4,1,4,5,5,5,5,5,4,2,5,2,5,2,,2
2017/12/30 下午 12:53:49,我本人,射手座,4,3,3,3,3,2,4,4,3,3,4,3,3,3,2,2,2,2,3,3,2,3,4,4,2,3,2,3,3,3,,3
2017/12/30 下午 12:53:59,我本人,獅子座,3,4,5,3,2,4,4,3,3,4,5,2,1,1,4,1,1,4,2,5,2,4,4,5,2,3,2,5,1,2,,4
2017/12/30 下午 12:54:00,我本人,雙魚座,5,2,1,3,5,3,5,1,3,4,3,2,3,2,1,1,3,1,5,1,2,5,5,5,3,5,5,3,5,5,,3
2017/12/30 下午 12:54:05,我本人,雙魚座,3,2,3,2,2,2,3,2,3,3,4,1,5,5,3,3,2,2,4,4,3,2,4,2,4,3,2,3,2,3,,3
2017/12/30 下午 12:54:06,我本人,獅子座,4,1,3,4,4,3,3,4,4,4,4,1,4,4,2,2,2,2,3,3,3,4,4,4,4,5,4,3,3,3,,3
2017/12/30 下午 12:54:10,我本人,巨蟹座,2,1,3,2,3,3,2,3,4,3,3,2,3,4,2,1,1,1,2,1,3,3,4,4,4,4,4,3,2,2,,2
2017/12/30 下午 12:54:14,我本人,獅子座,2,4,4,3,1,2,3,2,4,2,5,4,4,4,2,2,1,2,4,5,3,3,4,2,4,2,4,4,2,3,沒有建議,4
2017/12/30 下午 12:54:17,我本人,巨蟹座,3,5,3,4,4,3,3,3,4,4,4,4,4,3,2,3,2,3,3,4,5,5,4,5,5,5,5,5,4,4,,4
2017/12/30 下午 12:54:19,我本人,天秤座,2,1,3,2,4,3,3,5,3,3,4,4,2,2,2,2,5,2,3,4,3,4,4,4,2,4,5,4,3,3,好期待看到結果😁,5
2017/12/30 下午 12:54:27,我本人,處女座,2,5,3,3,4,1,3,2,3,2,5,4,5,4,3,4,5,5,4,5,3,4,3,2,3,2,3,1,3,4,無,4
2017/12/30 下午 12:54:30,我本人,射手座,2,3,4,3,3,2,2,3,4,3,4,4,4,4,3,2,2,2,2,4,3,4,5,3,4,4,4,4,2,2,,2
2017/12/30 下午 12:54:41,我本人,雙子座,2,2,2,4,2,3,3,4,4,3,3,3,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,,3
2017/12/30 下午 12:54:43,我本人,雙子座,3,4,4,3,4,4,2,4,5,3,5,4,3,4,3,3,4,4,2,4,1,4,5,4,4,1,4,4,4,4,,4
2017/12/30 下午 12:54:44,我本人,天蠍座,4,3,2,4,3,1,2,3,3,2,3,4,3,2,3,4,3,5,4,4,4,3,4,3,2,2,3,2,3,2,,2
2017/12/30 下午 12:54:49,我本人,處女座,4,2,4,4,5,2,4,4,3,3,5,3,4,2,4,2,5,3,3,3,3,4,5,4,4,1,5,5,3,5,,5
2017/12/30 下午 12:54:51,我本人,獅子座,3,4,4,4,4,3,3,4,4,3,2,4,4,3,2,3,2,3,2,4,3,4,4,4,3,3,4,3,4,4,,2
2017/12/30 下午 12:54:51,他人,雙魚座,2,5,4,4,3,3,2,2,4,2,4,3,2,4,2,2,4,4,3,4,2,3,4,5,2,3,4,4,3,3,,3
2017/12/30 下午 12:54:56,我本人,天秤座,3,3,2,3,3,3,3,3,3,3,4,3,2,4,3,3,2,4,3,3,2,2,4,4,4,4,3,4,3,4,,1
2017/12/30 下午 12:55:03,我本人,天蠍座,3,4,4,5,5,5,3,5,5,4,2,3,4,5,2,2,2,1,3,5,4,4,5,5,3,5,5,5,2,3,,4
2017/12/30 下午 12:55:06,我本人,牡羊座,2,4,3,2,3,2,2,4,3,4,3,3,3,3,2,2,2,2,3,5,4,4,5,5,4,4,4,5,3,4,,2
2017/12/30 下午 12:55:11,我本人,金牛座,4,3,3,3,5,2,4,4,4,2,4,2,5,1,4,3,4,4,2,5,3,4,4,5,5,5,5,5,4,4,,1
2017/12/30 下午 12:55:20,我本人,獅子座,2,2,4,4,4,2,3,4,5,3,4,4,3,4,2,2,2,2,3,5,4,4,4,5,5,4,4,4,4,3,,3
2017/12/30 下午 12:55:30,他人,射手座,4,4,5,5,5,2,2,4,5,2,3,5,4,4,2,2,2,3,5,3,5,4,4,2,5,2,4,3,5,4,,4
2017/12/30 下午 12:55:35,我本人,處女座,4,3,2,3,2,3,2,4,4,4,5,3,3,4,2,3,4,4,3,4,2,4,3,4,4,4,4,4,4,4,,4
2017/12/30 下午 12:55:36,我本人,獅子座,3,3,3,4,4,3,2,1,2,4,3,2,3,3,3,2,3,1,3,3,2,3,3,4,3,3,3,4,4,4,,3
2017/12/30 下午 12:55:50,我本人,雙子座,2,1,4,2,4,2,3,5,5,3,3,3,3,4,2,2,4,1,4,4,3,4,4,4,1,4,4,4,4,4,,4
2017/12/30 下午 12:55:56,我本人,獅子座,2,2,4,4,4,2,3,4,5,3,4,4,3,4,2,2,2,2,3,5,4,4,4,5,5,4,4,4,4,3,,3
2017/12/30 下午 12:55:57,我本人,摩羯座,5,1,4,4,3,4,1,3,3,3,5,2,3,1,4,1,2,2,2,4,2,3,3,5,5,3,4,4,1,1,,3
2017/12/30 下午 12:56:00,我本人,巨蟹座,2,4,3,3,4,3,3,2,3,4,4,3,4,2,2,2,3,3,3,4,3,4,4,4,2,3,4,3,2,2,,3
2017/12/30 下午 12:56:02,我本人,獅子座,4,3,4,3,4,3,4,5,4,3,4,4,4,4,4,4,3,2,4,5,4,3,5,4,3,4,4,3,5,4,,4
2017/12/30 下午 12:56:04,我本人,射手座,2,4,3,3,4,2,2,5,5,4,2,5,4,4,2,3,1,5,5,4,4,5,5,5,2,4,5,3,4,5,好可愛,1
2017/12/30 下午 12:56:05,我本人,天秤座,2,2,3,2,3,4,3,2,2,3,5,4,3,2,4,3,3,2,3,4,3,4,4,4,2,2,4,4,3,3,,3
2017/12/30 下午 12:56:07,我本人,巨蟹座,4,1,4,1,5,4,3,1,1,5,5,1,3,2,2,1,3,2,2,3,1,5,5,5,5,5,5,5,2,2,,4
2017/12/30 下午 12:56:07,我本人,獅子座,2,1,3,4,2,3,2,4,4,5,3,3,1,4,2,1,2,1,4,4,3,3,5,5,2,2,3,3,2,3,,2
2017/12/30 下午 12:56:16,我本人,雙魚座,5,2,5,3,4,2,2,2,3,3,5,1,4,4,1,3,3,2,3,3,4,5,5,2,4,4,5,2,2,4,,2
2017/12/30 下午 12:56:20,他人,天秤座,3,2,1,3,4,2,4,4,3,4,5,4,1,1,2,2,2,3,4,4,3,4,4,4,1,4,4,3,4,4,沒,3
2017/12/30 下午 12:56:29,我本人,水瓶座,1,3,3,3,2,2,4,4,5,4,3,3,3,4,2,1,3,2,5,3,4,4,4,4,2,3,4,3,4,5,,3
2017/12/30 下午 12:56:30,我本人,天秤座,4,2,2,2,4,3,4,2,3,4,5,4,2,3,2,3,2,2,3,4,4,4,4,5,4,2,3,3,2,2,,4
2017/12/30 下午 12:56:31,我本人,獅子座,4,3,4,3,4,3,4,5,4,3,4,4,4,4,4,4,3,2,4,5,4,3,5,4,3,4,4,3,5,4,,4
2017/12/30 下午 12:56:35,我本人,牡羊座,2,4,4,4,2,2,2,2,4,5,4,5,4,3,1,1,3,1,4,5,3,5,4,5,4,4,4,4,3,3,,3
2017/12/30 下午 12:56:37,我本人,巨蟹座,4,4,3,4,3,2,4,2,3,4,5,1,5,4,3,2,1,4,4,2,3,3,3,5,5,4,5,5,2,4,加油,2
2017/12/30 下午 12:56:39,我本人,水瓶座,1,3,3,3,2,2,4,4,5,4,3,3,3,4,2,1,3,2,5,3,4,4,4,4,2,3,4,3,4,5,,3
2017/12/30 下午 12:56:41,我本人,牡羊座,3,2,2,2,2,2,3,5,5,4,4,3,4,4,2,2,4,1,4,3,3,4,4,5,2,5,5,4,4,3,,4
2017/12/30 下午 12:56:41,我本人,獅子座,4,3,4,3,4,3,4,5,4,3,4,4,4,4,4,4,3,2,4,5,4,3,5,4,3,4,4,3,5,4,,4
2017/12/30 下午 12:56:41,我本人,水瓶座,1,3,3,3,2,2,4,4,5,4,3,3,3,4,2,1,3,2,5,3,4,4,4,4,2,3,4,3,4,5,,3
2017/12/30 下午 12:56:43,我本人,雙子座,3,3,3,2,2,2,3,2,4,3,3,3,4,3,2,2,2,1,3,3,2,4,4,4,4,3,4,3,4,4,,2
2017/12/30 下午 12:56:48,他人,水瓶座,5,3,2,5,5,2,5,3,1,4,4,4,2,1,2,2,4,5,1,3,5,5,4,3,1,3,5,2,5,5,,4
2017/12/30 下午 12:56:48,我本人,獅子座,3,4,4,3,3,3,4,5,3,4,5,4,4,4,2,1,3,2,4,4,2,4,4,4,3,5,3,4,3,3,,3
2017/12/30 下午 12:56:58,我本人,牡羊座,2,3,2,2,4,3,3,5,3,4,4,3,4,2,2,2,4,2,4,3,4,4,4,3,2,4,3,4,4,3,沒有,3
2017/12/30 下午 12:57:02,我本人,水瓶座,4,3,3,2,4,3,3,2,4,3,2,3,4,4,3,3,4,2,4,3,4,3,4,4,4,4,4,4,5,5,,4
2017/12/30 下午 12:57:04,我本人,水瓶座,2,2,4,1,1,4,3,2,2,4,5,1,1,2,2,2,2,2,4,1,2,4,4,5,4,3,3,4,2,3,,4
2017/12/30 下午 12:57:18,我本人,雙子座,5,1,4,4,5,3,4,5,5,4,3,3,4,3,3,4,4,4,5,4,4,4,4,2,1,4,4,3,5,5,,3
2017/12/30 下午 12:57:22,我本人,天秤座,3,1,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,4,3,3,5,4,3,4,3,2,2,,2
2017/12/30 下午 12:57:22,我本人,處女座,3,5,3,5,5,4,3,1,2,4,5,4,2,4,4,1,5,5,3,5,4,5,3,5,3,5,4,5,1,2,,4
2017/12/30 下午 12:57:28,我本人,獅子座,3,5,4,5,5,3,3,2,4,3,5,5,4,3,3,2,5,5,4,5,3,3,4,5,5,5,5,5,4,4,,4
2017/12/30 下午 12:57:31,我本人,水瓶座,1,3,3,3,2,2,4,4,5,4,3,3,3,4,2,1,3,2,5,3,4,4,4,4,2,3,4,3,4,5,,3
2017/12/30 下午 12:57:32,他人,水瓶座,2,2,4,2,4,4,3,4,4,4,5,2,2,2,4,2,2,2,2,4,4,3,2,4,1,2,2,2,4,2,,2
2017/12/30 下午 12:57:37,我本人,天蠍座,5,2,3,1,4,2,3,5,3,3,4,1,4,2,1,3,2,3,4,3,4,4,5,5,3,5,5,2,3,4,,2
2017/12/30 下午 12:57:38,我本人,天蠍座,3,3,3,4,4,5,3,3,4,4,4,4,3,1,1,1,4,3,3,3,3,5,5,5,3,5,5,4,1,2,,3
2017/12/30 下午 12:57:45,我本人,天蠍座,3,3,3,3,4,4,2,2,3,3,4,2,2,2,3,2,2,3,2,4,1,2,4,4,5,5,5,5,2,2,,2
2017/12/30 下午 12:57:52,我本人,金牛座,4,2,3,3,3,3,3,3,3,4,2,2,3,2,3,3,3,2,3,3,2,3,3,4,2,4,4,3,2,3,,3
2017/12/30 下午 12:58:02,我本人,獅子座,3,5,4,5,5,3,3,2,4,3,5,5,4,3,3,2,5,5,4,5,3,3,4,5,5,5,5,5,4,4,,4
2017/12/30 下午 12:58:02,我本人,處女座,3,2,4,3,4,4,4,3,4,5,4,3,2,2,2,2,2,2,5,4,3,4,4,5,4,4,4,2,4,4,,4
2017/12/30 下午 12:58:02,我本人,水瓶座,5,2,3,2,4,3,4,2,2,4,4,1,3,2,2,2,1,3,4,2,3,4,5,5,5,3,4,4,2,3,,2
2017/12/30 下午 12:58:13,我本人,水瓶座,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,4,3,2,4,報告加油喔,3
2017/12/30 下午 12:58:14,我本人,射手座,3,2,2,2,4,3,4,3,3,4,3,3,3,2,3,3,3,3,4,3,4,4,4,5,2,3,4,3,4,4,,3
2017/12/30 下午 12:58:16,我本人,水瓶座,3,3,3,4,2,2,2,3,4,4,3,3,4,3,3,2,2,2,3,3,3,4,4,5,4,3,4,4,2,4,,3
2017/12/30 下午 12:58:20,我本人,天蠍座,3,1,3,3,3,2,3,4,4,4,2,4,4,2,2,1,3,4,5,5,4,5,5,5,1,2,5,4,3,4,,3
2017/12/30 下午 12:58:20,我本人,牡羊座,4,2,5,1,4,2,3,3,3,2,2,3,2,2,2,5,4,4,2,5,2,2,2,2,4,3,2,4,2,2,,2
2017/12/30 下午 12:58:23,我本人,天蠍座,2,4,2,1,4,2,3,4,5,2,3,5,4,3,1,4,4,2,4,3,5,5,5,5,4,4,4,4,5,5,,4
2017/12/30 下午 12:58:39,我本人,獅子座,5,3,2,3,4,2,4,3,4,4,5,5,3,3,2,1,4,4,3,5,3,4,4,3,2,3,4,3,4,3,,2
2017/12/30 下午 12:58:45,我本人,巨蟹座,3,2,2,3,4,4,4,4,4,4,2,2,2,4,2,3,2,4,3,3,3,3,4,5,5,4,4,4,3,3,,3
2017/12/30 下午 12:58:45,我本人,牡羊座,2,3,3,3,3,4,3,2,3,3,5,4,3,3,2,2,4,2,2,5,3,3,4,3,4,3,3,3,3,4,,3
2017/12/30 下午 12:58:54,我本人,水瓶座,2,3,5,3,3,3,2,1,5,3,5,3,4,3,4,5,3,5,5,4,3,4,5,5,3,3,3,4,5,5,,3
2017/12/30 下午 12:58:56,我本人,水瓶座,4,3,3,3,4,3,3,3,3,4,4,3,3,4,4,2,3,2,3,4,3,4,5,5,3,3,3,3,3,4,,4
2017/12/30 下午 12:58:57,我本人,金牛座,2,3,3,3,2,2,2,3,3,4,5,3,3,3,3,3,3,4,3,5,3,3,4,4,3,5,4,4,2,3,,3
2017/12/30 下午 12:59:06,我本人,獅子座,2,4,1,3,3,3,2,3,3,3,4,3,4,4,2,2,3,3,4,5,4,4,4,4,5,4,3,4,3,4,,4
2017/12/30 下午 12:59:09,我本人,水瓶座,2,3,3,4,3,3,2,4,3,2,4,3,4,2,4,3,4,3,4,4,2,3,4,3,4,3,3,4,2,3,,3
2017/12/30 下午 12:59:32,我本人,雙子座,3,3,2,2,3,3,2,4,4,3,2,2,4,3,3,2,4,2,2,3,4,4,4,4,4,3,4,4,5,5,,4
2017/12/30 下午 12:59:35,我本人,雙魚座,5,2,3,2,3,3,2,2,3,4,4,1,4,3,3,2,2,1,4,2,3,4,4,4,5,3,3,4,3,3,,2
2017/12/30 下午 12:59:41,我本人,金牛座,3,2,2,4,4,2,5,2,4,5,4,3,3,2,2,1,4,4,4,4,4,5,4,5,1,1,4,1,3,4,,2
2017/12/30 下午 12:59:54,我本人,牡羊座,2,4,4,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,,3
2017/12/30 下午 1:00:05,我本人,天秤座,3,3,4,4,2,3,1,2,3,2,5,4,1,4,4,3,2,2,2,5,3,5,5,4,4,3,2,5,3,2,,4
2017/12/30 下午 1:00:05,我本人,射手座,2,4,5,3,5,3,1,4,5,2,1,4,3,1,5,3,1,4,2,4,3,4,5,2,5,5,5,4,4,2,超級用心 果然理工男是我的菜💞💞💞,3
2017/12/30 下午 1:00:05,我本人,牡羊座,2,3,4,2,2,3,3,4,4,4,4,3,3,2,2,2,2,2,4,4,3,4,4,4,4,4,4,3,4,4,,4
2017/12/30 下午 1:00:07,我本人,天蠍座,3,3,2,1,4,3,2,2,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,5,2,3,4,3,4,3,,3
2017/12/30 下午 1:00:16,我本人,天蠍座,3,3,1,2,3,3,3,5,3,3,5,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,2,,3
2017/12/30 下午 1:00:21,我本人,巨蟹座,2,3,3,2,2,4,2,1,3,3,2,2,3,2,3,3,5,3,3,4,3,3,4,4,4,2,3,4,3,3,,3
2017/12/30 下午 1:00:37,我本人,天蠍座,3,3,2,2,2,4,3,2,4,3,3,4,5,4,4,3,4,4,4,5,4,4,4,4,5,5,5,4,2,2,,3
2017/12/30 下午 1:00:43,我本人,金牛座,4,2,3,4,4,5,4,3,4,4,4,2,1,1,4,1,4,4,4,4,2,4,4,5,5,5,3,2,3,3,,5
2017/12/30 下午 1:00:47,我本人,金牛座,4,2,3,4,4,2,4,5,4,4,5,1,4,4,3,2,3,1,3,1,3,4,4,5,3,4,4,3,4,5,,3
2017/12/30 下午 1:00:56,我本人,金牛座,1,4,3,4,5,2,5,3,3,4,4,4,2,2,3,4,5,4,5,5,4,4,4,4,1,3,3,2,5,4,,5
2017/12/30 下午 1:01:06,我本人,巨蟹座,3,5,3,4,5,4,5,1,3,3,1,2,2,3,2,1,4,5,4,4,3,4,4,4,4,5,5,4,2,5,,4
